no,항목분류,질환명(한글),질환명(영문),관련질환명,증상,원인,진단,치료
52,"선천 기형,변형 및 염색체 이상(Q00-Q99)",COFS 증후군[뇌-눈-얼굴-골격 증후군],Cerebro-Oculo-Facio-Skeletal[COFS] syndrome,"Pena-Shokeir II 증후군(Pena-Shokeir II syndrome),뇌눈얼굴골격 증후군(Cerebrooculofacioskeletal Syndrome),코케인 증후군 타입 2(Cockayne Syndrome type II),Pena Shokeir 증후군 타입(Pena Shokeir Syndrome Type II),","안면 기형, 신경계 퇴행, 골격계 기형","ERCC6 유전자의 돌연변이, 상염색체 열성 유전",임상 증상 및 징후,"보존적 치료, 유전 상담"
53,눈 및 눈 부속기의 질환(H00-H59),Chandler 증후군,Chandlers syndrome,"홍채각막내피 증후군(iridocorneal endothelial syndrome),각막 부종 및 녹내장 동반 홍채 위축(iris atrophy with corneal edema and glaucoma),홍채모반증후군(iris nevus syndrome, Cogan-Reese syndrome),진행성 홍채위축(progressive iris atrophy),","각막 부종, 홍채 변형, 안압 상승, 녹내장","원인 불명,  각막내피세포 기능 장애","임상 증상, 안과적 검진","각막 부종, 안압 상승에 대한 대증적 치료"
54,"내분비,영양 및 대사 질환(E00-E90)",D-2-히드록시글루타르산뇨증,D-2-Hydroxyglutaric aciduria,"L-2-히드록시글루타르산뇨증,","발달지연，발작, 심장근육병증","IDH2, D2HGDH 유전자 돌연변이",소변의 유기산 분석,리보플라빈
55,"선천 기형,변형 및 염색체 이상(Q00-Q99)",De Sanctis Cacchione 증후군,De Sanctis Cacchione Syndrome,"Xerodermic Idiocy ,","일광노출 부위에 주근깨, 흑색점, 실핏줄 확장, 일광각화증, 유두종증, 기저세포암, 편평세포암, 악성 흑색종, 눈부심, 각막혼탁, 지능저하, 신경학적 이상","상염색체 열성 유전, DNA 복구 기능의 결함","임상적 특징, 염색체 검사",특별한 치료 방법이 없음 
56,순환기계통의 질환(I00-I99),Degos 병,Degos disease,"악성 위축성 구진증(Malignant atrophic papulosis),","피부 구진, 다양한 위장관계증상, 안과적 증상",확실치 않음,임상적 특징과 피부조직검사로 진단 ,"aspirin, clopidogrel, dipyridamole"
57,"내분비,영양 및 대사 질환(E00-E90)",GABA 수용체 돌연변이,GABA receptor mutation,"사립체 글루탐산염 전달체 결함유전성 뇌전증,",전신적 강직간대경련,상염색체 우성,GABAA 수용체 y2 아단위의 돌연변이 분석,benzodiazepines
58,"내분비,영양 및 대사 질환(E00-E90)",GABA 아미노전이효소 결핍증,GABA-transaminase deficiency,"GABA(Gamma Amino Butyric Acid)-transaminase deficiency ,",근긴장저하와 전신 경련,상염색체 열성,뇌척수액의 아미노산 분석,없다
59,"내분비,영양 및 대사 질환(E00-E90)",GM₁-강글리오시드증,GM₁-gangliosidosis,"beta-galactosidase-1 deficiency,GLB1 deficiency,",간 비장비대,GLB1 유전자의 돌연변이,자기공명영상,"근본적인 치료 없음, 대증요법"
60,"내분비,영양 및 대사 질환(E00-E90)",GM₃-강글리오시드증,GM₃-gangliosidosis,"Hematoside sphingolipodystrophy,","발달지연, 발작, 근긴장저하 등",상염색체 열성 유전(추정),확립되어 있지 않음,대증 치료
61,"선천 기형,변형 및 염색체 이상(Q00-Q99)",HOXA1증후군,Human HOXA1 syndrome,"아타바스칸 뇌간발달장애증후군 (Athabaskan brainstem dysgenesis syndrome, ABDS ), 보슬리 살리 알로레이니 증후군 ( Bosley Salih Alorainy syndrome, BSAS ), 나바호 뇌간증후군( Navaho brainstem syndrome),","감각신경난청, 발달지연, 선천수평안구운동장애, 자폐적 행동장애",HOXA1 유전자 돌연변이,"임상적 진단, HOXA1 유전자 돌연변이 검사","작업치료, 인공와우 이식"
62,"선천 기형,변형 및 염색체 이상(Q00-Q99)",Heterotaxy syndrome,Heterotaxy syndrome,"내장 역위(Situs inversus),정상위(Situs solitus),불분명 위치(Situs ambiguus),우심증(Dextrocardia),원발성 섬모 운동기능 장애(Primary ciliary dyskinesia),카타제너 증후군(Kartagener syndrome),내장 위치 이상(Heterotaxia),무비 증후군(Asplenia syndrome),다비 증후군(Polysplenia syndrome),무비장 증후군(Ivemrak syndrome),","기관지 확장증, 남성 불임, 부비동염, 선천성 심장 기형, 완전 내장 역위증의 경우 증상이 없을 수 있음, 중이염 ","대개 상염색체 열성으로 유전되며 그 중에는 DNAI1, DNAH5, DNAH11의 돌연변이를 나타내는 환자가 있음, 일부에서는 성염색체 열성유전을 하는 경우도 있음  ","의사의 진찰, X선 사진, 초음파검사, CT 또는 MRI, 호흡기계 상피 조직검사",특별한 치료 방법은 없으나 다른 심장 내 기형이 있을 때에는 수술을 요할 수 있음
63,"내분비,영양 및 대사 질환(E00-E90)",II형 백혈구 접합 물질 결핍증,Leukocyte Adhesion Deficiency Syndrome Type II ： LAD-II,"Congenital disorders of glycosylation, Type IIc, CDG2C,","반복적인 세균감염, 성장지연",유전자이상,유전자검사,보존적치료
64,"내분비,영양 및 대사 질환(E00-E90)",IX형 당원축적병 포스포릴라아제키나아제 결핍증,Glycogen Storage Disease Type IX(GSD IX),"Glycogen storage disease, GSD IXa,Liver glycogenosis, X-linked, Type I or II,Glycogen storage disease VIII, formerly,GSD VIII, formerly; GSD8, formerly,",간비대,α 아단위의 유전자(PHKA2와 PHKA1),PHK 분석,복합 탄수화물 식이
65,신경계통의 질환(G00-G99),IgA 신장병증,IgA nephropathy,"IgA(Immunoglobulin A) 신병증,Bergers Disease,Mesangial IgA nephropathy,","단백뇨, 혈뇨",신 사구체 간질에 IgA 침착 ,신장 조직검사,"부신 피질 호르몬제, 안지오텐신 전환 효소 억제제 등의 약물치료"
66,"선천 기형,변형 및 염색체 이상(Q00-Q99)",Ito 저멜라닌증　,Hypomelanosis of Ito ,"Incontinentia pigmenti achromians (IPA),","저색소반, 정신지체 ",염색체 이상과 관련된 것으로 추정,"임상소견, 피부조직검사 등",대증요법
67,"선천 기형,변형 및 염색체 이상(Q00-Q99)",Juberg-Marsidi 증후군,Juberg-Marsidi syndrome,"JMS,Juberg-Marsidi Mental Retardation Syndrome,Mental Retradation,X-linked with Growth Delay,Deafness,Microgenitalism,X-linked mental retardation-hypotonic facies syndrome,Smith-Fineman-Myers syndrome,Carpenter-Waziri syndrome,Chudley-Lowry syndrome,Holmes-Gang syndrome ,","정신지체, 발달장애, 감각신경성 난청, 안면기형, 소뇌증, 왜소성기증",ATRX 유전자 돌연변이,"특징적인 안면 기형, 유전자 검사  ",효과적인 치료법 없음
68,"내분비,영양 및 대사 질환(E00-E90)",L-2-히드록시글루타르산뇨증,L-2-Hydroxyglutaric aciduria,"D-2-히드록시글루타르산뇨증(L-2-Hydroxylglutaric acidemia),","발달지연，발작, 심장근육병증, 뇌신경발달 지연",유전자 이상(L2HGDH 유전자의 돌연변이),"소변의 유기산 분석, 유전자검사, 산전검사로 진단 가능","항경련제, 보존적 치료"
69,"선천 기형,변형 및 염색체 이상(Q00-Q99)",L1 증후군,L1 syndrome,"뇌량형성부전-지능저하-내전엄지-긴장-수두증 증후군(Corpus callosum hypoplasia-retardation-adducted thumbs-spasticity-hydrocephalus syndrome),CRASH syndrome,L1CAM syndrome,Spastic paraplegia 1 (SPG1),","수두증, 지능장애, 다리의 경직, 내전엄지, 간질발작",X염색체 열성유전,"이학적검사 및 신경학적검사, 자기공명영상검사, 유전자검사(L1CAM 유전자), 태아 초음파검사, 양수검사, 융모막 생검","뇌실-복강션트(수두증 치료), 부목치료(내전엄지), 물리치료, 특수교육치료"
70,"선천 기형,변형 및 염색체 이상(Q00-Q99)",LEOPARD증후군,LEOPARD syndrome,"심장피부 흑색점증후군(cardiocutaneous lentiginosis syndrome ), 다발 흑색점증후군 ( multiple lentigines syndrome), 전신 흑색점증( generalized lentiginosis ), 얼굴중심흑색점증 ( centrofacial lentiginosis), 과다 흑색점증후군 ( lentiginosis profusa syndrome), 흑색점-난청-심장병증후군 ( lentiginosis-deafness-cardiopathy syndrome ), 심장피부증후군 ( cardiocutaneous syndrome ), 진행성심장근육병 흑색점증 (progressive cardiomyopathic lentiginosis ), Moynahan증후군( Moynahan syndrome  ),","가슴 기형, 다발 흑색점, 심장기형 및 심장 전도 장애, 잠복 고환 또는 요도밑열림증, 저신장, 지능 저하, 청력손실",PTPN11 유전자의 돌연변이,"임상적 진단 ,  PTPN11 유전자 검사","심장과 골격계 기형에 대한 수술적 치료 ,  흑색점의 레이저 치료"
71,"선천 기형,변형 및 염색체 이상(Q00-Q99)",Laband 증후군,LABAND Syndrome,"Zimmermann-Laband syndrome(ZLS),","치은 선유종증, 다모증, 골격 및 연부조직 이상",아직까지 밝혀지진 않았으나 일부에서 상염색체 우성의 유전양상을 보임 ,임상적 증상,치은제거술 등의 증상 치료
72,신경계통의 질환(G00-G99),MERRF 증후군,MERRF(myoclonic epilepsy associated with ragged red fibers) ,",","근간대성경련, 근력저하, 망막병증 등, 운동실조, 치매","MTTK, MTTL1, MTTH, MTTS2, MTTF 등의 mtDNA의 돌연변이 ","임상증상 ,  근생검 ","근본적인 치료는 없음 ,  증상에 대한 치료 "
73,"선천 기형,변형 및 염색체 이상(Q00-Q99)",MULIBREY 왜소증,MULIBREY nanism,"난장이증-심장막염(Dwarfism-pericarditis),MULIBREY 난장이증(MULIBREY dwarfism),성장 장애를 동반한 심장막 협착(Pericardial constriction with growth failure),Perheentupa 증후군(Perheentupa syndrome),난장이증을 동반한 협착성 심장막염(Constrictive pericarditis with dwarfism),","저신장, 심한 성장 지연, 협착성 심장막염","상염색체열성 유전, TRIM37 유전자 돌연변이","임상적 증상, TRIM37 유전자의 돌연변이 검사","심장막절개술, 심장기능상실치료, 신체 기형에 대한 교정적 수술"
74,피부 및 피부밑조직의 질환(L00-L99),Morbihan병,Morbihan disease,"주사성 림프부종(Rosacea lymphedema),만성 안면부 홍반성 부종(Solid persistent facial edema),Morbus Morbihan,","통증을 동반하지 않는 눈꺼풀, 볼, 이마의 홍반과 지속되는 경화 부종",확실하게 밝혀져 있지 않음,다른 질환 배제,"스테로이드, 테트라싸이클린, 미노싸이클린, 이소트레티노인, 케토티펜 등"
75,"선천 기형,변형 및 염색체 이상(Q00-Q99)",Ochoa 증후군,Ochoa syndrome,"Urofacial syndrome,Hydronephrosis with peculiar facial expression,Inverted Smile and Occult Neuropathic Bladder,Partial facial palsy with urinary abnormalities ,","표정이상, 비뇨기계 증상","상염색체 열성유전, HPSE2 유전자 이상  ",임상적 특징과 분자유전학적 방법으로 진단  ,특별한 치료 방법이 없음 
76,"선천 기형,변형 및 염색체 이상(Q00-Q99)",Oto-Palato-Digital 증후군,Oto-Palato-Digital syndrome,"Taybi 증후군 (1형)(Taybi syndrome (Type 1)),","안면 기형, 정신 지체, 골격계 기형","FLNA 유전자의 돌연변이, X-연관 열성 유전","임상 증상 및 징후, 분자유전학적 검사","보존적 치료, 유전상담"
77,피부 및 피부밑조직의 질환(L00-L99),PAPA 증후군,"Pyogenic sterile Arthritis, Pyoderma gangrenosum, and Acne(PAPA) Syndrome","화농성 무균성 관절염, 화농성 피부 괴저, 여드름 증후군(Pyogenic sterile Arthritis, Pyoderma gangrenosum, and Acne Syndrome),청소년 특발성 관절염과 주기성 발열증,가족성 지중해열,","통증, 피부염, 절뚝거림","염색체 15번 장완(15q) 에 위치한 PSTPIP1/CD2BP1의 돌연변이에 의해 발생하는 유전성 자가 염증성 질환이며, 상염색체 우성 유전을 보인다.","특징적인 임상 양상 및 관절액천자 검사, 방사선 촬영, 염색체 및 유전자 검사를 통한 염색체 15번 장완(15q) 에 위치한 PSTPIP1/CD2BP1의 돌연변이의 발견","약물적 치료 : 테트라사이클린 항생제, isotretinoin, 당질 코르티코스테로이드, 종양 괴사 억제인자(anti-TNF)나, 인터루킨-1 수용체 길항제, 수술적 치료 : 관절 치환술"
78,신경계통의 질환(G00-G99),PEHO 증후군,"PEHO syndrome(Progressive encephalopathy with edema, hypsarrhythmia and optic atroph)",",","2세 이전의 시신경 위축, 고부정뇌파와 영아연축과 같은 간질 발작, 생후 수개월 내 타인과의 눈 맞춤 저하 ","정확한 발병 기전은 아직 밝혀지지 않음, 인슐린양 성장인자(insulin-like growth factor)가 감소되어 있다는 보고 있음. 아질산염(nitrate)/차아질산(nitrite)의 현저한 증가가 신경계 퇴행 혹은 경련과 관련된다고 보고 있음 ","임상증상, 자기공명영상(MRI)","대증치료, 항경련제, 유전상담 "
79,신경계통의 질환(G00-G99),POEMS 증후군,POEMS Syndrome,"Crow-Fukase 증후군(Crow-Fukase Syndrome),PEP 증후군(PEP Syndrome),다발신경병증-장기비대-내분비병증-M 단백질-피부 병변(Polyneuropathy-organomegaly-endocrinopathy-M protein-skin lesions),Shimpo 증후군(Shimpo syndrome),Takatsuki 증후군(Takatsuki syndrome),poems(poems ),","내분비병증, 다발신경병증, 단세포군감마글로불린병증, 장기비대, 피부 결함"," 정확한 원인은 아직 모르나, 자가면역질환 가능성","면역이상, 골격이상 등","약물치료,  대증요법(Symptomatic treatment),  지지요법(Supportive therapy) "
80,신생물(C00-D48),PTEN 과오종 증후군,PTEN Hamartoma Tumor Syndrome,"Bannayan-Riley-Ruvalcaba 증후군(Bannayan-Riley-Ruvalcaba Syndrome),Cowden 병(Cowden Disease),Cowden 증후군(Cowden Syndrome),다발성 과오종 증후군(Multiple Hamartoma Syndrome),프로테우스 유사 증후군(Proteus-like Syndrome),프로테우스 증후군(Proteus Syndrome),","유두종증, 용종증, 각화증",상염색체 우성 유전질환,PTEN 유전자의 변이 확인,암 스크리닝 및 검사
81,"내분비,영양 및 대사 질환(E00-E90)",Phosphomannomutase 결핍증,PMM deficiency,"Congenital disorder of glycosylation, type Ia; CDG-Ia,","근긴장 저하, 정신 발달의 지연, 내사시와 비정상적인 안구운동",상염색체 열성,혈청 transferrin 의 isoelectrofocusing,없음
82,"선천 기형,변형 및 염색체 이상(Q00-Q99)",Rh 부적합증,Rh disease,"신생아 빈혈(Anemia of Newborn), 태아적모구증( Erythroblastosis Fetalis), 신생아 적모구증( Erythroblastosis Neonatorum), 신생아 용혈성 빈혈( Hemolytic Anemia of Newborn), 신생아 용혈성 질환( Hemolytic Disease of Newborn), 신생아중증황달( Icterus Gravis Neonatorum), 리세스 부적합( Rhesus Incompatibility), Rh부적합( Rh Factor Incompatibility), Rh인자 부적합( Rh Incompatibility),","간 지라 비대, 심부전, 빈혈(Anemia), 심한 전신부종 및 순환허탈, 용혈(Hemolysis), 태아 수종증(Fetal hydrops)","산모 Rh음성,  태아 Rh양성일 때 적혈구의 항체,  항원 반응으로 인해 적혈구 파괴","양수 내 빌리루빈 검사,  임산부와 신생아의 Rh 혈액형 검사,  혈색소,  빌리루빈 농도,  용혈 검사","산전 자궁 내 수혈,  산후 광선치료,  교환수혈 및 대증요법,  지지요법"
83,"선천 기형,변형 및 염색체 이상(Q00-Q99)",Saethre-Chotzen 증후군,Saethre-Chotzen syndrome,"뾰족머리손발가락붙음증후군(Acrocephalosyndactyly Type III),뾰족머리증(Acrocephaly),코첸증후군(Chotzen Syndrome),머리뼈 비대칭(Skull asymmetry),","손발가락붙음증, 두개안면 불균형, 안면 기형, 양안격리증, 안검하수증, 사시, 단지증, 저신장","7번 염색체 단완(7p21)에 위치한 TWIST유전자의 변형, FGFR3유전자의 변이","임상증상, 전산화단층촬영술(CT), 자기공명영상(MRI), 영상검사","증상 치료- 수술, 교육"
